Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Wind Speed,Wind Direction,Relative Humidity,Temperature,Pressure,
2019,1,1,0,30,0,0,0,1.1,153,67.8,9.4,784,N/A
2019,1,1,1,30,0,0,0,1.1,168,69.26,9.1,784,N/A
2019,1,1,2,30,0,0,0,1.1,179,70.81,9,784,N/A
2019,1,1,3,30,0,0,0,1,187,72.4,9,784,N/A
2019,1,1,4,30,0,0,0,0.9,193,74.34,8.9,784,N/A
2019,1,1,5,30,0,0,0,0.8,193,75.31,8.8,784,N/A
2019,1,1,6,30,0,0,0,0.6,185,73.98,8.8,784,N/A
2019,1,1,7,30,26,302,44,0.7,174,62.97,10.9,785,N/A
2019,1,1,8,30,55,761,262,1,166,50.51,14.8,785,N/A
2019,1,1,9,30,69,913,486,1,167,34.77,18.3,785,N/A
2019,1,1,10,30,77,982,669,0.9,184,26.93,20.7,785,N/A
2019,1,1,11,30,84,1010,789,0.9,208,23.87,22.3,784,N/A
2019,1,1,12,30,88,1015,837,0.9,229,22.54,23.2,783,N/A
2019,1,1,13,30,131,913,787,0.9,248,22.2,23.6,783,N/A
2019,1,1,14,30,240,565,602,0.6,306,22.82,23.4,782,N/A
2019,1,1,15,30,204,371,394,0.5,203,24.51,22.5,782,N/A
2019,1,1,16,30,77,712,318,0.5,38,30.38,20,783,N/A
2019,1,1,17,30,42,462,104,0.4,26,45.3,18.2,783,N/A
2019,1,1,18,30,0,0,0,0.2,77,56.73,14.2,784,N/A
2019,1,1,19,30,0,0,0,0.3,192,59.88,13.2,784,N/A
2019,1,1,20,30,0,0,0,0.4,274,61.27,12.4,785,N/A
2019,1,1,21,30,0,0,0,0.3,283,62.99,11.6,785,N/A
2019,1,1,22,30,0,0,0,0.2,263,66.65,10.7,785,N/A
2019,1,1,23,30,0,0,0,0.4,233,70.66,9.7,785,N/A
2019,1,2,0,30,0,0,0,0.5,222,73.83,8.8,785,N/A
2019,1,2,1,30,0,0,0,0.7,214,74.45,8.4,785,N/A
2019,1,2,2,30,0,0,0,0.9,210,73.11,8.3,785,N/A
2019,1,2,3,30,0,0,0,1,204,71.12,8.1,784,N/A
2019,1,2,4,30,0,0,0,1.1,194,69.88,8,784,N/A
2019,1,2,5,30,0,0,0,1,187,69.35,7.8,784,N/A
2019,1,2,6,30,0,0,0,0.9,184,67.94,8,785,N/A
2019,1,2,7,30,23,362,45,0.9,179,62.03,10.1,786,N/A
2019,1,2,8,30,52,751,255,1.1,170,55,13.8,787,N/A
2019,1,2,9,30,59,936,486,1.3,164,44.07,17.1,787,N/A
2019,1,2,10,30,93,924,650,1.7,164,35.71,19.5,786,N/A
2019,1,2,11,30,309,447,621,2.1,171,32.05,21.1,785,N/A
2019,1,2,12,30,383,229,552,2.3,179,31.05,21.8,784,N/A
2019,1,2,13,30,356,315,583,2.5,184,31.53,21.8,783,N/A
2019,1,2,14,30,266,404,526,2.3,188,33.3,21.2,783,N/A
2019,1,2,15,30,216,81,258,2,200,35.48,20.4,783,N/A
2019,1,2,16,30,116,444,267,1.3,219,39.93,18.7,783,N/A
2019,1,2,17,30,40,427,98,0.9,228,50.65,17.5,784,N/A
2019,1,2,18,30,0,0,0,0.9,240,57.22,14,785,N/A
2019,1,2,19,30,0,0,0,0.9,238,57.38,13.2,785,N/A
2019,1,2,20,30,0,0,0,0.9,235,57.94,12.5,785,N/A
2019,1,2,21,30,0,0,0,0.8,234,58.88,11.9,785,N/A
2019,1,2,22,30,0,0,0,0.5,242,61.72,11.1,785,N/A
2019,1,2,23,30,0,0,0,0.4,265,63.92,10.5,785,N/A
2019,1,3,0,30,0,0,0,0.4,289,65.35,10,785,N/A
2019,1,3,1,30,0,0,0,0.5,304,66.59,9.6,784,N/A
2019,1,3,2,30,0,0,0,0.7,309,68.12,9.1,784,N/A
2019,1,3,3,30,0,0,0,0.7,308,68.4,8.8,784,N/A
2019,1,3,4,30,0,0,0,0.7,305,67.37,8.7,784,N/A
2019,1,3,5,30,0,0,0,0.6,301,65.5,8.7,784,N/A
2019,1,3,6,30,0,0,0,0.6,297,62.26,9,785,N/A
2019,1,3,7,30,18,9,19,0.5,264,54.77,10.8,786,N/A
2019,1,3,8,30,87,28,95,0.8,238,48.34,14,787,N/A
2019,1,3,9,30,205,210,301,1.1,252,38.15,17.4,787,N/A
2019,1,3,10,30,234,469,517,1.2,271,30.41,20.1,786,N/A
2019,1,3,11,30,305,442,614,1.3,284,27.08,21.8,785,N/A
2019,1,3,12,30,323,485,682,1.3,289,25.02,22.9,784,N/A
2019,1,3,13,30,310,495,667,1.2,288,24.3,23.3,784,N/A
2019,1,3,14,30,276,447,564,1,288,24.43,23.2,783,N/A
2019,1,3,15,30,92,854,532,1,297,25.71,22.4,783,N/A
2019,1,3,16,30,74,732,325,0.7,312,30.84,20,784,N/A
2019,1,3,17,30,52,234,84,0.5,320,45.58,18.2,784,N/A
2019,1,3,18,30,0,0,0,0.3,324,55.8,14.5,785,N/A
2019,1,3,19,30,0,0,0,0.4,187,54.87,13.9,785,N/A
2019,1,3,20,30,0,0,0,0.6,46,55.33,13.2,786,N/A
2019,1,3,21,30,0,0,0,0.7,65,56.28,12.5,786,N/A
2019,1,3,22,30,0,0,0,0.6,93,57.21,11.9,786,N/A
2019,1,3,23,30,0,0,0,0.5,134,57.29,11.5,786,N/A
2019,1,4,0,30,0,0,0,0.5,178,57.52,11.1,785,N/A
2019,1,4,1,30,0,0,0,0.7,210,58.71,10.6,785,N/A
2019,1,4,2,30,0,0,0,0.8,224,60.32,10.1,785,N/A
2019,1,4,3,30,0,0,0,0.9,224,61.56,9.7,785,N/A
2019,1,4,4,30,0,0,0,1,219,62.22,9.5,785,N/A
2019,1,4,5,30,0,0,0,1,216,63.56,9.3,785,N/A
2019,1,4,6,30,0,0,0,0.9,219,62.56,9.7,786,N/A
2019,1,4,7,30,24,224,37,0.9,233,56.82,11.5,786,N/A
2019,1,4,8,30,62,669,242,0.9,267,50.12,14.8,787,N/A
2019,1,4,9,30,81,831,460,1.1,292,37.94,18.1,787,N/A
2019,1,4,10,30,93,905,639,1.1,291,31.12,20.4,787,N/A
2019,1,4,11,30,103,939,760,1.1,285,28.18,21.9,786,N/A
2019,1,4,12,30,122,922,805,1.2,278,26.78,22.8,785,N/A
2019,1,4,13,30,156,842,765,1.2,276,26.58,23.1,785,N/A
2019,1,4,14,30,117,870,680,1.2,281,27.76,22.6,784,N/A
2019,1,4,15,30,147,656,487,1,297,30.23,21.5,785,N/A
2019,1,4,16,30,92,633,311,0.8,321,36.31,19.3,785,N/A
2019,1,4,17,30,54,201,82,0.5,336,49.74,17.8,785,N/A
2019,1,4,18,30,0,0,0,0.5,167,58.05,14.9,786,N/A
2019,1,4,19,30,0,0,0,0.7,16,60.04,13.8,787,N/A
2019,1,4,20,30,0,0,0,0.8,38,63.61,12.7,787,N/A
2019,1,4,21,30,0,0,0,0.8,55,65.47,12,787,N/A
2019,1,4,22,30,0,0,0,0.7,71,65.83,11.6,787,N/A
2019,1,4,23,30,0,0,0,0.7,90,64.51,11.5,787,N/A
2019,1,5,0,30,0,0,0,0.7,110,62.88,11.5,786,N/A
2019,1,5,1,30,0,0,0,0.6,125,61.1,11.6,786,N/A
2019,1,5,2,30,0,0,0,0.4,128,60.24,11.5,786,N/A
2019,1,5,3,30,0,0,0,0.2,82,60.98,11.2,786,N/A
2019,1,5,4,30,0,0,0,0.2,26,63.02,10.7,786,N/A
2019,1,5,5,30,0,0,0,0.2,181,64.83,10.3,786,N/A
2019,1,5,6,30,0,0,0,0.2,337,64.95,10.3,787,N/A
2019,1,5,7,30,24,189,35,0.3,294,59.09,12.1,788,N/A
2019,1,5,8,30,68,615,233,0.4,130,50.98,15.7,788,N/A
2019,1,5,9,30,110,705,431,0.6,10,40.68,19,788,N/A
2019,1,5,10,30,108,859,626,0.8,23,34.26,21.3,788,N/A
2019,1,5,11,30,123,887,745,0.8,24,31.91,22.7,787,N/A
2019,1,5,12,30,181,802,776,0.8,16,31.04,23.5,787,N/A
2019,1,5,13,30,146,854,765,0.8,182,31.23,23.8,786,N/A
2019,1,5,14,30,158,781,665,0.8,352,32.6,23.5,786,N/A
2019,1,5,15,30,157,664,502,0.9,353,34.63,22.6,786,N/A
2019,1,5,16,30,124,511,302,0.7,180,39.64,20.6,786,N/A
2019,1,5,17,30,62,219,93,0.6,4,50.79,19.2,786,N/A
2019,1,5,18,30,0,0,0,0.4,358,60.57,15.9,788,N/A
2019,1,5,19,30,0,0,0,0.6,182,60.77,15,788,N/A
2019,1,5,20,30,0,0,0,0.6,11,62.66,14,789,N/A
2019,1,5,21,30,0,0,0,0.4,172,63.64,13.3,789,N/A
2019,1,5,22,30,0,0,0,0.4,273,66.08,12.5,788,N/A
2019,1,5,23,30,0,0,0,0.7,216,68.68,11.6,788,N/A
2019,1,6,0,30,0,0,0,0.8,217,70.71,10.8,788,N/A
2019,1,6,1,30,0,0,0,0.9,224,71.87,10.2,788,N/A
2019,1,6,2,30,0,0,0,0.9,236,72.32,9.8,787,N/A
2019,1,6,3,30,0,0,0,0.9,251,72.56,9.5,787,N/A
2019,1,6,4,30,0,0,0,0.9,269,72.93,9.2,787,N/A
2019,1,6,5,30,0,0,0,1,286,73.16,8.9,787,N/A
2019,1,6,6,30,0,0,0,0.9,298,70.9,9.1,788,N/A
2019,1,6,7,30,25,154,34,0.8,301,61.6,11.4,788,N/A
2019,1,6,8,30,77,581,233,1,315,51.08,15.6,789,N/A
2019,1,6,9,30,103,766,452,1.4,337,39.86,19.2,789,N/A
2019,1,6,10,30,119,853,634,1.7,348,35.2,21.4,788,N/A
2019,1,6,11,30,133,884,753,1.7,351,32.78,22.8,788,N/A
2019,1,6,12,30,145,884,802,1.7,351,31.09,23.7,787,N/A
2019,1,6,13,30,149,868,779,1.6,352,30.16,24.1,786,N/A
2019,1,6,14,30,145,822,680,1.6,355,30.23,23.9,785,N/A
2019,1,6,15,30,131,748,522,1.6,358,30.95,23.2,785,N/A
2019,1,6,16,30,104,614,319,1.3,180,34.37,21.4,786,N/A
2019,1,6,17,30,57,324,104,1,0,44.07,20,786,N/A
2019,1,6,18,30,0,0,0,0.9,185,56.1,15.5,787,N/A
2019,1,6,19,30,0,0,0,0.8,16,61.2,13.9,788,N/A
2019,1,6,20,30,0,0,0,0.7,32,62.8,13.1,788,N/A
2019,1,6,21,30,0,0,0,0.5,51,62.95,12.5,788,N/A
2019,1,6,22,30,0,0,0,0.4,72,62.71,11.9,788,N/A
2019,1,6,23,30,0,0,0,0.4,97,61.7,11.4,787,N/A
2019,1,7,0,30,0,0,0,0.4,117,60.9,10.9,787,N/A
2019,1,7,1,30,0,0,0,0.3,125,60.1,10.5,787,N/A
2019,1,7,2,30,0,0,0,0.3,222,59.98,10.1,787,N/A
2019,1,7,3,30,0,0,0,0.5,317,60.24,9.8,786,N/A
2019,1,7,4,30,0,0,0,0.8,317,62.17,9.2,787,N/A
2019,1,7,5,30,0,0,0,1,320,63.79,8.5,787,N/A
2019,1,7,6,30,0,0,0,1,324,63.03,8.2,787,N/A
2019,1,7,7,30,25,266,40,1,329,54.68,10.6,788,N/A
2019,1,7,8,30,57,749,258,1.4,343,45.69,15.1,788,N/A
2019,1,7,9,30,76,882,478,2,178,35.06,18.8,788,N/A
2019,1,7,10,30,76,993,676,2.3,7,25.99,21.1,788,N/A
2019,1,7,11,30,81,1027,803,2.3,13,20.87,22.7,787,N/A
2019,1,7,12,30,100,1006,849,2.3,18,18.42,23.7,787,N/A
2019,1,7,13,30,85,1029,834,2.3,22,17.35,24.1,786,N/A
2019,1,7,14,30,172,765,672,2.3,25,17.32,23.9,785,N/A
2019,1,7,15,30,128,732,512,2.2,27,18.31,22.8,785,N/A
2019,1,7,16,30,69,751,334,1.7,28,22.84,20.1,786,N/A
2019,1,7,17,30,55,196,84,1.2,29,36.6,18.1,786,N/A
2019,1,7,18,30,0,0,0,0.9,38,50.95,12.9,787,N/A
2019,1,7,19,30,0,0,0,0.9,46,56.76,11.5,788,N/A
2019,1,7,20,30,0,0,0,0.8,54,63.25,10.3,788,N/A
2019,1,7,21,30,0,0,0,0.6,63,69.58,9.3,788,N/A
2019,1,7,22,30,0,0,0,0.5,71,74.71,8.4,788,N/A
2019,1,7,23,30,0,0,0,0.4,74,75.21,7.9,787,N/A
2019,1,8,0,30,0,0,0,0.5,103,68.98,8,787,N/A
2019,1,8,1,30,0,0,0,0.6,151,61.8,8.1,787,N/A
2019,1,8,2,30,0,0,0,0.8,176,58.97,7.8,787,N/A
2019,1,8,3,30,0,0,0,0.9,185,60.03,7.3,787,N/A
2019,1,8,4,30,0,0,0,0.8,189,62.7,7,787,N/A
2019,1,8,5,30,0,0,0,0.7,193,66.49,6.9,787,N/A
2019,1,8,6,30,0,0,0,0.4,200,69.89,7,787,N/A
2019,1,8,7,30,25,278,40,0.3,178,64.11,9.1,788,N/A
2019,1,8,8,30,56,765,260,0.3,111,53.04,13.3,788,N/A
2019,1,8,9,30,102,773,454,0.7,65,35.53,17.7,789,N/A
2019,1,8,10,30,74,1008,683,1.1,59,20.84,20.8,788,N/A
2019,1,8,11,30,80,1039,811,1.4,56,16.79,22.5,788,N/A
2019,1,8,12,30,83,1048,865,1.5,52,15.12,23.5,787,N/A
2019,1,8,13,30,84,1041,844,1.7,50,14.64,23.8,786,N/A
2019,1,8,14,30,80,1017,746,1.8,48,14.73,23.6,786,N/A
2019,1,8,15,30,73,960,579,1.8,43,15.63,22.6,786,N/A
2019,1,8,16,30,61,854,364,1.6,38,19.83,20.2,786,N/A
2019,1,8,17,30,40,591,129,1.4,36,31.49,18.4,786,N/A
2019,1,8,18,30,0,0,0,1.3,32,44.72,12.8,787,N/A
2019,1,8,19,30,0,0,0,1.2,35,55.05,10.4,788,N/A
2019,1,8,20,30,0,0,0,0.9,42,60.83,8.9,788,N/A
2019,1,8,21,30,0,0,0,0.8,51,66.74,7.8,789,N/A
2019,1,8,22,30,0,0,0,0.8,61,73.17,6.9,789,N/A
2019,1,8,23,30,0,0,0,0.7,72,77.97,6.2,788,N/A
2019,1,9,0,30,0,0,0,0.7,81,81.76,5.5,788,N/A
2019,1,9,1,30,0,0,0,0.6,81,82.57,4.9,788,N/A
2019,1,9,2,30,0,0,0,0.5,68,81.06,4.3,788,N/A
2019,1,9,3,30,0,0,0,0.4,51,77.13,3.9,788,N/A
2019,1,9,4,30,0,0,0,0.5,37,73.69,3.6,788,N/A
2019,1,9,5,30,0,0,0,0.6,31,71.94,3.4,788,N/A
2019,1,9,6,30,0,0,0,0.7,35,70.09,3.6,789,N/A
2019,1,9,7,30,24,339,42,1.2,47,61.16,6,789,N/A
2019,1,9,8,30,48,803,262,1.7,60,49.19,10.1,790,N/A
2019,1,9,9,30,60,945,490,2,73,40.98,14.2,790,N/A
2019,1,9,10,30,66,1006,675,2.2,84,35.12,17.2,790,N/A
2019,1,9,11,30,74,1028,798,2.1,90,32.13,19.2,789,N/A
2019,1,9,12,30,79,1029,849,1.8,91,30.34,20.5,788,N/A
2019,1,9,13,30,82,1015,825,1.5,87,29.72,21,787,N/A
2019,1,9,14,30,83,978,726,1.2,75,30.09,21,787,N/A
2019,1,9,15,30,80,912,563,1.2,60,31.53,20.3,787,N/A
2019,1,9,16,30,69,789,351,1.1,45,35.46,18.5,787,N/A
2019,1,9,17,30,45,509,123,1.1,39,43.9,17.2,787,N/A
2019,1,9,18,30,0,0,0,1.2,30,58.63,12.4,788,N/A
2019,1,9,19,30,0,0,0,1.3,37,69.35,10.2,789,N/A
2019,1,9,20,30,0,0,0,1.3,47,74.48,9.2,789,N/A
2019,1,9,21,30,0,0,0,1.2,54,78.1,8.4,789,N/A
2019,1,9,22,30,0,0,0,1.1,57,81.81,7.6,789,N/A
2019,1,9,23,30,0,0,0,1,57,85.15,6.9,789,N/A
2019,1,10,0,30,0,0,0,0.9,57,87.14,6.4,789,N/A
2019,1,10,1,30,0,0,0,0.9,55,86.93,6.2,788,N/A
2019,1,10,2,30,0,0,0,0.9,53,86.79,5.9,788,N/A
2019,1,10,3,30,0,0,0,0.8,53,86.84,5.6,788,N/A
2019,1,10,4,30,0,0,0,0.8,51,86.69,5.4,788,N/A
2019,1,10,5,30,0,0,0,0.7,52,87.49,5.1,788,N/A
2019,1,10,6,30,0,0,0,0.7,59,85.06,5.4,788,N/A
2019,1,10,7,30,14,0,14,0.8,65,75.08,7.3,789,N/A
2019,1,10,8,30,99,20,104,0.7,81,60.86,11.1,789,N/A
2019,1,10,9,30,210,141,274,0.5,117,48.18,15.2,789,N/A
2019,1,10,10,30,85,939,654,0.5,140,39.02,18.3,789,N/A
2019,1,10,11,30,94,970,779,0.3,178,34.24,20.2,788,N/A
2019,1,10,12,30,103,972,832,0.3,241,32.25,21.2,787,N/A
2019,1,10,13,30,108,954,808,0.4,278,31.6,21.6,786,N/A
2019,1,10,14,30,113,905,710,0.5,300,32.01,21.5,786,N/A
2019,1,10,15,30,113,816,547,0.5,324,33.7,20.7,786,N/A
2019,1,10,16,30,97,673,339,0.4,339,38.26,18.8,786,N/A
2019,1,10,17,30,60,255,100,0.3,342,46.17,17.6,786,N/A
2019,1,10,18,30,0,0,0,0.2,18,64.03,13.1,787,N/A
2019,1,10,19,30,0,0,0,0.2,104,67.32,12.1,787,N/A
2019,1,10,20,30,0,0,0,0.4,189,69.33,11.3,788,N/A
2019,1,10,21,30,0,0,0,0.6,204,72.19,10.3,788,N/A
2019,1,10,22,30,0,0,0,0.7,212,76.03,9.3,787,N/A
2019,1,10,23,30,0,0,0,0.7,217,78.69,8.6,787,N/A
2019,1,11,0,30,0,0,0,0.7,221,80.67,8,787,N/A
2019,1,11,1,30,0,0,0,0.8,226,81.45,7.6,786,N/A
2019,1,11,2,30,0,0,0,0.9,232,81.89,7.3,786,N/A
2019,1,11,3,30,0,0,0,0.9,238,82.11,7.1,786,N/A
2019,1,11,4,30,0,0,0,1,243,81.52,7.1,786,N/A
2019,1,11,5,30,0,0,0,1,248,80.97,7.1,786,N/A
2019,1,11,6,30,0,0,0,0.9,254,77.79,7.6,786,N/A
2019,1,11,7,30,24,183,34,1.1,257,66.2,10.2,787,N/A
2019,1,11,8,30,67,650,240,1.3,265,53.37,14.3,787,N/A
2019,1,11,9,30,86,826,463,1.4,274,42.44,17.6,788,N/A
2019,1,11,10,30,97,909,648,1.3,269,35.89,19.7,787,N/A
2019,1,11,11,30,104,949,775,1.3,258,31.79,21.2,786,N/A
2019,1,11,12,30,107,962,830,1.5,252,29.73,22.1,785,N/A
2019,1,11,13,30,108,954,810,1.7,251,29.04,22.5,784,N/A
2019,1,11,14,30,107,914,712,1.8,253,29.76,22.2,784,N/A
2019,1,11,15,30,138,711,518,1.8,258,31.94,21.3,784,N/A
2019,1,11,16,30,82,100,118,1.4,265,36.88,19.3,784,N/A
2019,1,11,17,30,35,24,39,1,268,46.74,18,784,N/A
2019,1,11,18,30,0,0,0,0.7,276,63.12,13.7,785,N/A
2019,1,11,19,30,0,0,0,0.8,278,65.41,12.9,785,N/A
2019,1,11,20,30,0,0,0,0.9,283,66.37,12.4,786,N/A
2019,1,11,21,30,0,0,0,0.9,289,67.63,11.9,786,N/A
2019,1,11,22,30,0,0,0,0.9,296,69.7,11.3,786,N/A
2019,1,11,23,30,0,0,0,0.8,302,72.88,10.6,786,N/A
2019,1,12,0,30,0,0,0,0.8,310,75.71,10,785,N/A
2019,1,12,1,30,0,0,0,0.8,319,78.48,9.5,785,N/A
2019,1,12,2,30,0,0,0,0.7,325,81.87,8.9,785,N/A
2019,1,12,3,30,0,0,0,0.7,328,84.63,8.4,785,N/A
2019,1,12,4,30,0,0,0,0.7,332,87.07,8,785,N/A
2019,1,12,5,30,0,0,0,0.7,337,88.93,7.7,785,N/A
2019,1,12,6,30,0,0,0,0.6,343,87.37,8,786,N/A
2019,1,12,7,30,22,62,25,0.8,350,76.42,10.3,787,N/A
2019,1,12,8,30,105,242,170,1.1,177,64.41,14,787,N/A
2019,1,12,9,30,194,312,336,1.1,4,54.13,17,788,N/A
2019,1,12,10,30,255,421,511,1,6,46.67,18.8,787,N/A
2019,1,12,11,30,181,783,736,0.8,182,42.28,20,786,N/A
2019,1,12,12,30,184,807,792,0.8,352,39.83,20.7,786,N/A
2019,1,12,13,30,311,401,607,0.8,344,38.87,20.9,785,N/A
2019,1,12,14,30,324,107,395,0.9,345,40.82,20.2,785,N/A
2019,1,12,15,30,236,143,313,1,354,45.3,18.9,785,N/A
2019,1,12,16,30,99,39,113,1,186,52.05,17.3,785,N/A
2019,1,12,17,30,35,6,36,1,12,60.37,16.3,785,N/A
2019,1,12,18,30,0,0,0,1,27,73.63,14.1,786,N/A
2019,1,12,19,30,0,0,0,1,35,78.68,13.4,787,N/A
2019,1,12,20,30,0,0,0,0.9,39,82.67,12.8,787,N/A
2019,1,12,21,30,0,0,0,0.9,39,85.48,12.4,788,N/A
2019,1,12,22,30,0,0,0,0.8,36,87.31,12.1,787,N/A
2019,1,12,23,30,0,0,0,0.8,34,89.04,11.7,787,N/A
2019,1,13,0,30,0,0,0,0.8,35,89.77,11.4,787,N/A
2019,1,13,1,30,0,0,0,0.9,38,90.74,11,787,N/A
2019,1,13,2,30,0,0,0,0.9,42,90.7,10.7,787,N/A
2019,1,13,3,30,0,0,0,0.9,47,91.18,10.3,787,N/A
2019,1,13,4,30,0,0,0,0.8,52,91.46,9.9,787,N/A
2019,1,13,5,30,0,0,0,0.7,57,91.99,9.4,787,N/A
2019,1,13,6,30,0,0,0,0.8,58,90.23,9.3,787,N/A
2019,1,13,7,30,14,0,14,1.1,57,84.55,10.3,788,N/A
2019,1,13,8,30,105,176,152,1.4,57,76.18,12.3,789,N/A
2019,1,13,9,30,194,244,305,1.5,54,63.09,14.9,789,N/A
2019,1,13,10,30,235,48,264,1.5,49,51.05,17.3,789,N/A
2019,1,13,11,30,302,396,583,1.4,46,45.27,18.7,788,N/A
2019,1,13,12,30,290,494,663,1.3,41,42.87,19.4,787,N/A
2019,1,13,13,30,253,598,696,1.2,35,42.5,19.5,786,N/A
2019,1,13,14,30,255,331,476,1.1,30,44.06,19,786,N/A
2019,1,13,15,30,226,329,404,1.2,30,47.57,17.9,786,N/A
2019,1,13,16,30,118,32,130,1.2,35,53.28,16.4,787,N/A
2019,1,13,17,30,23,0,23,1.2,37,60.1,15.6,787,N/A
2019,1,13,18,30,0,0,0,1.1,45,70.8,13.6,788,N/A
2019,1,13,19,30,0,0,0,1.1,51,75.8,12.7,788,N/A
2019,1,13,20,30,0,0,0,1,57,79.61,11.9,788,N/A
2019,1,13,21,30,0,0,0,0.9,60,83.11,11.2,789,N/A
2019,1,13,22,30,0,0,0,0.9,61,85.34,10.7,788,N/A
2019,1,13,23,30,0,0,0,0.9,60,86.88,10.3,788,N/A
2019,1,14,0,30,0,0,0,0.9,59,87.43,10,788,N/A
2019,1,14,1,30,0,0,0,0.9,55,87.92,9.7,788,N/A
2019,1,14,2,30,0,0,0,0.9,51,88.29,9.4,788,N/A
2019,1,14,3,30,0,0,0,0.9,47,87.71,9.2,788,N/A
2019,1,14,4,30,0,0,0,0.8,42,88.05,8.9,788,N/A
2019,1,14,5,30,0,0,0,0.8,39,88.31,8.6,788,N/A
2019,1,14,6,30,0,0,0,0.9,40,86.92,8.6,788,N/A
2019,1,14,7,30,13,12,14,1.2,44,81.11,9.5,789,N/A
2019,1,14,8,30,70,3,71,1.5,47,70.76,11.5,789,N/A
2019,1,14,9,30,127,2,128,1.8,50,58.5,14,789,N/A
2019,1,14,10,30,248,32,267,2,50,48.75,16.2,789,N/A
2019,1,14,11,30,318,53,356,2,51,42.39,17.8,788,N/A
2019,1,14,12,30,210,741,771,2,51,39.08,18.6,787,N/A
2019,1,14,13,30,140,887,799,2,51,37.66,18.8,787,N/A
2019,1,14,14,30,148,826,701,1.9,51,37.82,18.5,786,N/A
2019,1,14,15,30,129,773,549,1.8,48,39.09,17.8,786,N/A
2019,1,14,16,30,105,645,344,1.6,44,42.68,16.5,786,N/A
2019,1,14,17,30,64,288,112,1.5,41,51.38,15.6,787,N/A
2019,1,14,18,30,0,0,0,1.3,34,62.62,12.4,787,N/A
2019,1,14,19,30,0,0,0,1.2,34,66.36,11.3,788,N/A
2019,1,14,20,30,0,0,0,1.1,42,69.76,10.5,788,N/A
2019,1,14,21,30,0,0,0,1,55,73.83,9.8,788,N/A
2019,1,14,22,30,0,0,0,0.9,63,77.98,9.1,788,N/A
2019,1,14,23,30,0,0,0,0.7,63,81.55,8.5,788,N/A
2019,1,15,0,30,0,0,0,0.6,60,83.86,8.1,788,N/A
2019,1,15,1,30,0,0,0,0.6,60,84.63,7.9,788,N/A
2019,1,15,2,30,0,0,0,0.6,63,84.64,7.7,788,N/A
2019,1,15,3,30,0,0,0,0.4,75,85.06,7.4,787,N/A
2019,1,15,4,30,0,0,0,0.3,89,85.92,7.1,787,N/A
2019,1,15,5,30,0,0,0,0.2,143,85.83,7,787,N/A
2019,1,15,6,30,0,0,0,0.2,200,83.74,7.2,788,N/A
2019,1,15,7,30,25,102,30,0.4,215,75.5,8.7,788,N/A
2019,1,15,8,30,92,510,228,0.4,282,61.47,12,789,N/A
2019,1,15,9,30,124,701,445,0.6,350,49.62,15.4,789,N/A
2019,1,15,10,30,147,789,629,0.9,355,41.57,18.1,788,N/A
2019,1,15,11,30,210,715,720,1,353,37.11,19.9,788,N/A
2019,1,15,12,30,307,539,716,1.1,351,34.88,20.9,787,N/A
2019,1,15,13,30,359,360,627,1.1,350,34.15,21.2,786,N/A
2019,1,15,14,30,170,786,698,1.1,352,34.74,20.9,785,N/A
2019,1,15,15,30,180,522,465,1.1,178,36.24,20.1,785,N/A
2019,1,15,16,30,124,361,259,1,6,40.04,18.5,785,N/A
2019,1,15,17,30,74,281,121,0.9,10,46.69,17.4,786,N/A
2019,1,15,18,30,0,0,0,0.8,35,58.71,14.2,787,N/A
2019,1,15,19,30,0,0,0,0.8,51,60.95,13.2,787,N/A
2019,1,15,20,30,0,0,0,0.7,55,64.09,12.4,788,N/A
2019,1,15,21,30,0,0,0,0.6,42,68.65,11.3,788,N/A
2019,1,15,22,30,0,0,0,0.6,32,72.79,10.3,788,N/A
2019,1,15,23,30,0,0,0,0.7,37,76.56,9.5,788,N/A
2019,1,16,0,30,0,0,0,0.7,46,80.12,8.8,788,N/A
2019,1,16,1,30,0,0,0,0.6,54,82.63,8.4,787,N/A
2019,1,16,2,30,0,0,0,0.6,59,85.13,8.1,787,N/A
2019,1,16,3,30,0,0,0,0.5,64,87.08,7.9,787,N/A
2019,1,16,4,30,0,0,0,0.4,70,88.06,7.8,787,N/A
2019,1,16,5,30,0,0,0,0.3,68,88.1,7.8,787,N/A
2019,1,16,6,30,0,0,0,0.2,130,85.98,8.1,788,N/A
2019,1,16,7,30,23,81,27,0.2,203,77.05,9.8,788,N/A
2019,1,16,8,30,95,371,194,0.3,109,62.43,13.1,789,N/A
2019,1,16,9,30,126,691,443,0.5,15,47.33,16.6,789,N/A
2019,1,16,10,30,214,579,568,0.8,19,39.49,19,789,N/A
2019,1,16,11,30,288,551,682,0.9,20,35.75,20.5,788,N/A
2019,1,16,12,30,292,594,744,0.9,24,33.88,21.3,787,N/A
2019,1,16,13,30,310,534,709,0.9,31,33.62,21.4,786,N/A
2019,1,16,14,30,296,440,593,0.8,33,34.74,21,786,N/A
2019,1,16,15,30,236,392,451,0.9,26,36.96,20.1,785,N/A
2019,1,16,16,30,147,373,287,0.8,17,41.58,18.5,786,N/A
2019,1,16,17,30,72,265,117,0.7,14,50.56,17.4,786,N/A
2019,1,16,18,30,0,0,0,0.4,24,60.67,15,787,N/A
2019,1,16,19,30,0,0,0,0.5,51,61.29,14.4,787,N/A
