Year,Month,Day,Hour,GHI,Wind Speed,Wind Direction,Relative Humidity,Temperature
2015,1,1,0,0,0.5,71.1,100,10
2015,1,1,1,0,0.5,77.8,100,9
2015,1,1,2,0,0.4,83.6,100,9
2015,1,1,3,0,0.2,93.4,100,8
2015,1,1,4,0,0.2,162.3,100,8
2015,1,1,5,0,0.4,221.8,100,7
2015,1,1,6,0,0.5,228.8,100,7
2015,1,1,7,39,0.6,221.2,97.32,9
2015,1,1,8,262,0.8,197.1,73.9,13
2015,1,1,9,491,1.1,161.9,50.45,16
2015,1,1,10,673,1.2,149.5,35.1,19
2015,1,1,11,793,1.2,150.2,31.73,20
2015,1,1,12,841,1.3,159,29.92,21
2015,1,1,13,813,1.5,170.7,30.64,21
2015,1,1,14,712,1.6,182.4,33.88,20
2015,1,1,15,548,1.5,190.4,37.46,19
2015,1,1,16,336,1,195.8,41.2,17
2015,1,1,17,106,0.6,196,60.42,14
2015,1,1,18,0,0.5,192.1,71.85,12
2015,1,1,19,0,0.7,188.5,75.99,11
2015,1,1,20,0,0.8,186.3,80.02,10
2015,1,1,21,0,0.9,183.4,83.97,9
2015,1,1,22,0,1,180.4,88.53,8
2015,1,1,23,0,1,180.7,88.4,8
2015,1,2,0,0,1.1,181.3,96.83,7
2015,1,2,1,0,1.2,180.1,100,7
2015,1,2,2,0,1.1,177.8,100,7
2015,1,2,3,0,1,177.5,100,7
2015,1,2,4,0,1,180,100,7
2015,1,2,5,0,1,183.7,100,7
2015,1,2,6,0,0.9,186.6,100,7
2015,1,2,7,37,1.3,190.2,95.78,10
2015,1,2,8,254,1.9,194,80.32,13
2015,1,2,9,479,2.2,197.1,61.09,16
2015,1,2,10,661,2.5,196.6,50.38,17
2015,1,2,11,782,2.7,199.7,46.67,18
2015,1,2,12,831,2.8,203.4,43.9,19
2015,1,2,13,804,2.9,205.8,44.27,19
2015,1,2,14,704,2.9,206.5,47.72,19
2015,1,2,15,540,2.7,205.5,51.26,18
2015,1,2,16,184,2.1,205.1,54.12,16
2015,1,2,17,104,1.2,206.4,68.92,13
2015,1,2,18,0,0.8,207.8,85.24,11
2015,1,2,19,0,0.8,209,83.72,10
2015,1,2,20,0,0.9,209.3,88.04,10
2015,1,2,21,0,1,212.7,93.06,9
2015,1,2,22,0,1.1,215.9,92.53,9
2015,1,2,23,0,1.1,215.4,98.91,8
2015,1,3,0,0,1,214.9,99.09,8
2015,1,3,1,0,1,216.4,99.66,8
2015,1,3,2,0,1,217.6,100,8
2015,1,3,3,0,1,213,100,7
2015,1,3,4,0,1,206.9,100,7
2015,1,3,5,0,1,202.9,100,7
2015,1,3,6,0,1,202,100,7
2015,1,3,7,37,1.4,204.7,94.86,9
2015,1,3,8,252,2,205.4,79.5,12
2015,1,3,9,474,2.3,210.4,67.86,14
2015,1,3,10,495,2.5,214.6,55.65,16
2015,1,3,11,680,2.4,216.4,50.52,17
2015,1,3,12,759,2.3,217.8,47.17,18
2015,1,3,13,705,2.2,218.5,47.64,18
2015,1,3,14,577,2,218.7,48.5,18
2015,1,3,15,541,1.5,219.6,52.06,17
2015,1,3,16,252,0.9,223.1,55.61,16
2015,1,3,17,57,0.6,230.3,71,14
2015,1,3,18,0,0.5,234.1,66.13,13
2015,1,3,19,0,0.2,239.6,67.31,13
2015,1,3,20,0,0.2,339.7,65.09,13
2015,1,3,21,0,0.4,6.5,68.19,12
2015,1,3,22,0,0.3,3,67.28,12
2015,1,3,23,0,0.3,25.7,71.08,11
2015,1,4,0,0,0.3,63,70.29,11
2015,1,4,1,0,0.4,74.1,74.47,10
2015,1,4,2,0,0.5,72.7,74.14,10
2015,1,4,3,0,0.6,55.6,79.43,9
2015,1,4,4,0,0.7,34.8,85.18,8
2015,1,4,5,0,0.8,24,90.84,7
2015,1,4,6,0,0.8,13.2,90.1,7
2015,1,4,7,24,1,9.9,80.44,9
2015,1,4,8,186,1.5,24.4,65.95,13
2015,1,4,9,291,1.9,47.2,57.73,16
2015,1,4,10,490,2.1,61.6,50.43,18
2015,1,4,11,577,2,67.1,46.59,19
2015,1,4,12,721,2,71.5,43.21,20
2015,1,4,13,656,2,75.8,42.67,20
2015,1,4,14,581,2,79.5,45.44,19
2015,1,4,15,358,2,75.9,49.15,18
2015,1,4,16,324,2,64.2,54.74,16
2015,1,4,17,95,2.1,48.9,75.45,14
2015,1,4,18,0,2.3,45.5,84.62,12
2015,1,4,19,0,2.4,48,88.95,11
2015,1,4,20,0,2.4,50.5,91.99,9
2015,1,4,21,0,2.4,53.9,100,8
2015,1,4,22,0,2.3,57.3,100,7
2015,1,4,23,0,2.2,58.2,97.27,7
2015,1,5,0,0,2.1,57.1,99.65,6
2015,1,5,1,0,2.1,56.5,95.64,6
2015,1,5,2,0,1.9,54.1,98.91,5
2015,1,5,3,0,1.7,49.3,96.02,5
2015,1,5,4,0,1.6,43.6,94.18,5
2015,1,5,5,0,1.5,41.7,93.03,5
2015,1,5,6,0,1.4,45.6,93.3,5
2015,1,5,7,7,1.5,46.7,87.85,6
2015,1,5,8,101,1.8,50.3,75.23,9
2015,1,5,9,139,2,57.8,68.04,12
2015,1,5,10,378,2.2,65.5,60.2,15
2015,1,5,11,351,2.3,73.6,54.64,17
2015,1,5,12,465,2.3,82.1,52.24,18
2015,1,5,13,211,2.3,86.2,57.04,17
2015,1,5,14,223,2.3,83.9,62.09,16
2015,1,5,15,343,2.3,76.7,70.59,14
2015,1,5,16,93,2.2,68.4,73.92,13
2015,1,5,17,22,2,62.1,82.46,11
2015,1,5,18,0,1.8,57.3,92.75,9
2015,1,5,19,0,1.5,56.6,96.51,8
2015,1,5,20,0,1.3,59.2,100,7
2015,1,5,21,0,1.4,64.3,97.12,6
2015,1,5,22,0,1.5,68.8,100,6
2015,1,5,23,0,1.5,69.6,98.55,6
2015,1,6,0,0,1.4,71.4,96.68,6
2015,1,6,1,0,1.3,72.8,95.85,5
2015,1,6,2,0,1.2,70.5,95.56,5
2015,1,6,3,0,1.1,72.5,100,5
2015,1,6,4,0,0.9,81.1,100,5
2015,1,6,5,0,0.8,84.9,100,5
2015,1,6,6,0,0.8,86.8,100,5
2015,1,6,7,36,1,85.6,88,7
2015,1,6,8,159,1.4,84.4,76.22,10
2015,1,6,9,299,1.7,88.6,63.36,13
2015,1,6,10,489,1.8,94.5,53.24,16
2015,1,6,11,672,1.7,97.2,50.17,18
2015,1,6,12,693,1.6,99.5,47.35,19
2015,1,6,13,551,1.5,100.5,44.89,20
2015,1,6,14,542,1.4,101.7,48.18,19
2015,1,6,15,365,1.2,96.9,51.91,18
2015,1,6,16,239,1.1,83.7,56.79,16
2015,1,6,17,86,1.1,59.9,74.65,14
2015,1,6,18,0,1.2,48.8,87.75,12
2015,1,6,19,0,1.3,46.3,93.88,11
2015,1,6,20,0,1.2,48.8,99.37,10
2015,1,6,21,0,1.1,55.2,97.75,10
2015,1,6,22,0,0.9,60.1,100,9
2015,1,6,23,0,0.7,59.3,100,8
2015,1,7,0,0,0.7,56,100,8
2015,1,7,1,0,0.8,52.6,100,8
2015,1,7,2,0,0.8,50.8,99.98,8
2015,1,7,3,0,0.8,47.9,100,7
2015,1,7,4,0,0.8,44.3,100,7
2015,1,7,5,0,0.8,41.4,100,7
2015,1,7,6,0,1,40.7,100,7
2015,1,7,7,12,1.4,41.8,94.9,8
2015,1,7,8,92,1.9,45.7,84.21,10
2015,1,7,9,228,2.2,51.4,68.16,12
2015,1,7,10,457,2.2,55.4,56.57,15
2015,1,7,11,658,2.1,57.8,50.07,16
2015,1,7,12,841,2.1,57.8,45.58,17
2015,1,7,13,817,2.1,55,42.58,18
2015,1,7,14,720,2.2,52.1,43.14,18
2015,1,7,15,558,2.3,48.3,46.89,17
2015,1,7,16,348,2.3,45.6,51.49,16
2015,1,7,17,118,2.1,43.6,69.19,13
2015,1,7,18,0,2.1,41.2,81.42,11
2015,1,7,19,0,2.2,42.9,89.37,10
2015,1,7,20,0,2.3,44.7,96.19,9
2015,1,7,21,0,2.4,46.1,100,8
2015,1,7,22,0,2.6,44.7,97.84,8
2015,1,7,23,0,2.9,41.7,97.66,8
2015,1,8,0,0,3,41.9,99.15,8
2015,1,8,1,0,3.1,44.1,99.76,8
2015,1,8,2,0,3.2,46.1,99.68,8
2015,1,8,3,0,3.2,47.5,98.12,8
2015,1,8,4,0,3,49.4,100,7
2015,1,8,5,0,2.8,50.8,98.97,7
2015,1,8,6,0,2.8,52.6,96.83,7
2015,1,8,7,9,2.8,53.3,95.39,7
2015,1,8,8,89,2.8,56.1,82.03,9
2015,1,8,9,130,2.5,61,70.81,11
2015,1,8,10,298,2.2,70.9,56.8,13
2015,1,8,11,312,1.8,81.2,52.84,15
2015,1,8,12,664,1.3,92.5,49.41,16
2015,1,8,13,552,0.8,115,46.27,17
2015,1,8,14,529,0.7,156,49.41,16
2015,1,8,15,465,0.6,179.7,53.16,15
2015,1,8,16,115,0.5,193.4,58.2,14
2015,1,8,17,75,0.3,211.9,68.88,13
2015,1,8,18,0,0.1,249.8,81.37,11
2015,1,8,19,0,0,268.4,87.58,10
2015,1,8,20,0,0,229.7,87.25,10
2015,1,8,21,0,0.1,179.2,93.55,9
2015,1,8,22,0,0.2,215,93.35,9
2015,1,8,23,0,0.2,224.7,92.91,9
2015,1,9,0,0,0.2,240.2,99.25,8
2015,1,9,1,0,0.3,265.2,98.85,8
2015,1,9,2,0,0.3,286,98.47,8
2015,1,9,3,0,0.2,292.1,98.07,7
2015,1,9,4,0,0.2,296.3,100,7
2015,1,9,5,0,0.3,299.6,100,7
2015,1,9,6,0,0.3,304.4,100,7
2015,1,9,7,33,0.2,301.9,88.75,9
2015,1,9,8,245,0.4,288.3,73.42,12
2015,1,9,9,380,0.7,359.1,54.76,15
2015,1,9,10,320,0.8,18.2,48.88,16
2015,1,9,11,663,0.7,30.7,45.22,17
2015,1,9,12,636,0.6,44.3,42.34,17
2015,1,9,13,765,0.5,53.6,42.56,17
2015,1,9,14,636,0.3,58.8,45.95,17
2015,1,9,15,417,0.4,40.7,49.9,16
2015,1,9,16,35,0.5,30,55.35,15
2015,1,9,17,61,0.7,38.2,67.91,13
2015,1,9,18,0,0.9,41.2,78.21,12
2015,1,9,19,0,1,38,91.41,10
2015,1,9,20,0,0.9,42.7,99.31,9
2015,1,9,21,0,0.9,48.6,98.71,9
2015,1,9,22,0,0.8,49.7,100,8
2015,1,9,23,0,0.8,52.1,100,8
2015,1,10,0,0,0.7,56.7,100,7
2015,1,10,1,0,0.6,58.2,100,7
2015,1,10,2,0,0.5,60.4,100,7
2015,1,10,3,0,0.4,53.5,100,6
2015,1,10,4,0,0.3,43.1,100,6
2015,1,10,5,0,0.2,43.5,100,6
2015,1,10,6,0,0.1,40.1,100,6
2015,1,10,7,31,0.3,160.3,93.68,8
2015,1,10,8,244,0.7,182.2,82.58,11
2015,1,10,9,470,1,174.3,68.63,14
2015,1,10,10,654,1.2,171.7,53.66,17
2015,1,10,11,781,1.2,176.1,49.36,18
2015,1,10,12,834,1.2,186.8,45.7,19
2015,1,10,13,597,1.5,199.2,45.35,19
2015,1,10,14,216,1.5,210,48.39,18
2015,1,10,15,556,1.3,217.5,51.65,17
2015,1,10,16,347,0.9,225.2,55.56,16
2015,1,10,17,52,0.4,225.5,68.28,14
2015,1,10,18,0,0.1,247.6,81.95,12
2015,1,10,19,0,0.2,220.8,82.18,11
2015,1,10,20,0,0.4,175.7,86.38,11
2015,1,10,21,0,0.5,188.9,91.44,10
2015,1,10,22,0,0.6,200.8,96.25,9
2015,1,10,23,0,0.7,208.3,100,8
2015,1,11,0,0,0.9,208.5,97.84,8
2015,1,11,1,0,0.9,206.6,100,7
2015,1,11,2,0,0.8,207.1,100,7
2015,1,11,3,0,0.6,206.1,100,7
2015,1,11,4,0,0.4,197.2,98.87,7
2015,1,11,5,0,0.1,180.2,100,6
2015,1,11,6,0,0.1,194.6,100,6
2015,1,11,7,35,0.3,329.9,90.66,8
2015,1,11,8,257,0.7,287.8,73.89,12
2015,1,11,9,486,1,305.7,56.77,15
2015,1,11,10,675,0.8,317.9,41.73,18
2015,1,11,11,803,0.6,329.5,33.94,20
2015,1,11,12,859,0.5,327.7,29.97,21
2015,1,11,13,837,0.5,316.6,27.11,21
2015,1,11,14,741,0.6,314.9,28.39,21
2015,1,11,15,577,0.6,328.4,30.55,20
2015,1,11,16,364,0.5,349.6,33.9,18
2015,1,11,17,129,0.2,8.9,53.27,15
2015,1,11,18,0,0.1,53.4,65.72,13
2015,1,11,19,0,0.2,29.9,70.17,12
2015,1,11,20,0,0.3,5.1,71.6,12
2015,1,11,21,0,0.4,358.2,77.36,11
2015,1,11,22,0,0.3,352,82.77,10
2015,1,11,23,0,0.3,2.2,82.34,10
2015,1,12,0,0,0.3,342,87.79,9
2015,1,12,1,0,0.2,297.9,87.48,9
2015,1,12,2,0,0.2,333.2,87.3,8
2015,1,12,3,0,0.2,69.6,93.52,8
2015,1,12,4,0,0.2,32.9,100,7
2015,1,12,5,0,0.2,320.6,100,6
2015,1,12,6,0,0.2,340.9,100,6
2015,1,12,7,33,0.2,25.5,89.16,9
2015,1,12,8,254,0.5,59.8,70.85,13
2015,1,12,9,484,0.7,54,52.03,16
2015,1,12,10,674,0.5,76.8,38.09,19
2015,1,12,11,803,0.4,121.5,30.94,21
2015,1,12,12,859,0.6,192.4,27.52,22
2015,1,12,13,838,0.7,231,24.96,23
2015,1,12,14,742,0.7,244.5,26.13,22
2015,1,12,15,579,0.7,258,27.78,21
2015,1,12,16,272,0.5,277.9,32.19,19
2015,1,12,17,72,0.2,291.6,52.27,15
2015,1,12,18,0,0.1,312,63.48,13
2015,1,12,19,0,0.3,183.9,66.41,12
2015,1,12,20,0,0.6,161.6,68.94,11
2015,1,12,21,0,0.8,170.6,73.01,10
2015,1,12,22,0,0.9,183.8,77.61,9
2015,1,12,23,0,0.8,199.2,76.69,8
2015,1,13,0,0,0.8,226.2,81.68,8
2015,1,13,1,0,0.7,256.9,81.37,8
2015,1,13,2,0,0.6,286.6,81.02,7
2015,1,13,3,0,0.4,308.2,86,7
2015,1,13,4,0,0.3,320,84.78,7
2015,1,13,5,0,0.2,325.5,83.53,7
2015,1,13,6,0,0.2,343.1,76.76,8
2015,1,13,7,33,0.3,5.1,71.98,9
2015,1,13,8,258,0.5,60.6,58.4,13
2015,1,13,9,490,0.8,111,45.17,16
2015,1,13,10,681,0.8,137.9,33.27,19
2015,1,13,11,809,0.6,168.2,29.9,20
2015,1,13,12,864,0.6,212.7,27.35,21
2015,1,13,13,747,0.7,230.2,25.43,22
2015,1,13,14,670,0.6,234.3,25.48,22
2015,1,13,15,584,0.4,240.2,27.53,21
2015,1,13,16,67,0.2,257.9,34.94,18
2015,1,13,17,108,0.1,293.6,56.14,15
2015,1,13,18,0,0,351.5,69.29,12
2015,1,13,19,0,0.1,141.7,75.12,11
2015,1,13,20,0,0.3,151.1,76.05,10
2015,1,13,21,0,0.3,173.2,82.29,10
2015,1,13,22,0,0.4,205.3,82.86,10
2015,1,13,23,0,0.6,201.3,89.51,9
2015,1,14,0,0,0.8,196,90.08,9
2015,1,14,1,0,0.8,196.3,90.76,9
2015,1,14,2,0,0.7,195,91.49,9
2015,1,14,3,0,0.6,187.3,91.56,9
2015,1,14,4,0,0.6,178.9,91.09,9
2015,1,14,5,0,0.5,176.6,90.47,8
2015,1,14,6,0,0.4,166.9,89.71,8
2015,1,14,7,32,0.4,147,84.16,10
2015,1,14,8,250,0.5,164.6,70.57,13
2015,1,14,9,477,0.5,188.1,56.85,15
2015,1,14,10,665,0.5,233.4,43.13,18
2015,1,14,11,792,0.6,274.9,36.03,20
2015,1,14,12,849,0.6,275.3,32.82,21
2015,1,14,13,828,0.6,264.1,30.41,22
2015,1,14,14,733,0.6,254,32.62,21
2015,1,14,15,571,0.5,251.3,35.99,20
2015,1,14,16,360,0.4,255.6,40.39,18
2015,1,14,17,130,0.2,250.3,59.38,15
2015,1,14,18,0,0.2,309.9,73.69,13
2015,1,14,19,0,0.3,298.6,78.46,12
2015,1,14,20,0,0.5,260.4,84.27,11
2015,1,14,21,0,0.6,250.5,90.72,10
2015,1,14,22,0,0.7,246.8,91.46,10
2015,1,14,23,0,0.7,240.2,98.67,9
2015,1,15,0,0,0.6,230.9,99.66,9
2015,1,15,1,0,0.6,223.4,100,9
2015,1,15,2,0,0.7,213.1,100,8
2015,1,15,3,0,0.7,201.4,100,8
2015,1,15,4,0,0.6,194.1,100,8
2015,1,15,5,0,0.5,192.5,100,8
2015,1,15,6,0,0.4,190.5,100,8
2015,1,15,7,19,0.4,184.5,91.16,10
2015,1,15,8,189,0.4,197,71.27,14
2015,1,15,9,365,0.3,283,54.67,17
2015,1,15,10,659,0.3,343.6,43.03,20
2015,1,15,11,786,0.3,356.7,39.54,21
2015,1,15,12,761,0.2,356.8,37.04,22
2015,1,15,13,814,0.1,356.4,35.2,23
2015,1,15,14,716,0.1,351.6,38.35,22
2015,1,15,15,557,0.2,350.3,42.08,21
2015,1,15,16,347,0.4,5.7,49.73,19
2015,1,15,17,122,0.5,11.7,65.62,16
2015,1,15,18,0,0.7,16.2,80.22,14
2015,1,15,19,0,0.9,17.2,85.82,13
2015,1,15,20,0,1,24.2,86.28,13
2015,1,15,21,0,0.9,33.3,91.91,12
2015,1,15,22,0,0.8,40.6,98,11
2015,1,15,23,0,0.7,44.1,97.27,11
2015,1,16,0,0,0.4,54.1,96.53,10
2015,1,16,1,0,0.2,63.8,100,10
2015,1,16,2,0,0.1,60.8,100,10
2015,1,16,3,0,0.1,65.6,100,9
2015,1,16,4,0,0.1,10.4,100,9
2015,1,16,5,0,0.2,1.5,100,8
2015,1,16,6,0,0.2,11.8,100,8
2015,1,16,7,27,0.2,51.7,98.56,10
2015,1,16,8,235,0.4,146.4,76.64,14
2015,1,16,9,463,0.6,160.7,54.94,18
2015,1,16,10,652,0.6,171.7,46.56,20
2015,1,16,11,782,0.6,192.8,42.84,21
2015,1,16,12,839,0.7,223,39.44,22
2015,1,16,13,817,0.8,246.2,36.83,23
2015,1,16,14,720,0.9,260.9,39.34,22
2015,1,16,15,564,1,277.4,42.44,21
2015,1,16,16,350,0.9,295.5,49.49,19
2015,1,16,17,123,0.8,311.5,61.24,17
2015,1,16,18,0,0.7,331.2,74.64,15
2015,1,16,19,0,0.5,344.5,80.82,14
2015,1,16,20,0,0.3,350.2,86.18,13
2015,1,16,21,0,0.3,322.5,84.57,13
2015,1,16,22,0,0.5,245.3,89.32,12
2015,1,16,23,0,0.7,227.1,94.81,11
2015,1,17,0,0,0.7,228.9,100,10
2015,1,17,1,0,0.7,232.9,100,10
2015,1,17,2,0,0.7,239.6,100,9
2015,1,17,3,0,0.8,248,100,9
2015,1,17,4,0,0.8,258,100,9
2015,1,17,5,0,0.8,269,100,8
2015,1,17,6,0,0.8,279.2,100,8
2015,1,17,7,13,1,292.4,92.1,11
2015,1,17,8,115,1.2,287.7,71.47,15
2015,1,17,9,461,1.2,297.1,54.79,18
2015,1,17,10,647,1,316,46.34,20
2015,1,17,11,773,0.9,328.2,42.55,21
2015,1,17,12,832,0.9,331.7,39.27,22
2015,1,17,13,812,0.8,334.1,36.48,23
2015,1,17,14,719,0.7,338.9,38.5,22
2015,1,17,15,553,0.6,345.8,40.77,21
2015,1,17,16,346,0.4,353.5,44.26,20
2015,1,17,17,124,0.2,359.9,60.4,17
2015,1,17,18,0,0.1,17.3,72.9,15
2015,1,17,19,0,0.3,352.6,76.5,14
2015,1,17,20,0,0.5,2.5,81.98,13
2015,1,17,21,0,0.4,26.5,82.01,13
2015,1,17,22,0,0.4,48.2,86.49,12
2015,1,17,23,0,0.5,53,85.55,12
2015,1,18,0,0,0.5,47.8,91.03,11
2015,1,18,1,0,0.5,39.9,91.19,11
2015,1,18,2,0,0.5,36,97.77,10
2015,1,18,3,0,0.6,33.8,98.39,10
2015,1,18,4,0,0.7,33.2,100,9
2015,1,18,5,0,0.8,36.5,100,9
2015,1,18,6,0,1.1,41,100,9
2015,1,18,7,12,1.8,41,94.84,10
2015,1,18,8,187,2.3,43.3,72.18,12
2015,1,18,9,364,2.4,48.6,57.75,15
2015,1,18,10,553,2.2,50.7,50.11,17
2015,1,18,11,773,1.9,50.4,44.14,19
2015,1,18,12,828,1.6,51.5,41.19,20
2015,1,18,13,813,1.2,50.2,38.32,21
2015,1,18,14,721,0.9,37.3,37.98,21
2015,1,18,15,558,0.9,22.9,40.04,20
2015,1,18,16,349,0.9,17.9,42.97,19
2015,1,18,17,126,0.9,25.8,57.48,16
2015,1,18,18,0,0.9,36.3,68.53,13
2015,1,18,19,0,0.8,47.6,77.52,12
2015,1,18,20,0,0.4,60.1,81.82,11
2015,1,18,21,0,0.3,151.4,86.74,10
2015,1,18,22,0,0.6,191.6,91.9,9
2015,1,18,23,0,0.7,207,91.39,8
2015,1,19,0,0,0.8,215.6,98.4,8
2015,1,19,1,0,0.8,225,99.46,8
2015,1,19,2,0,0.8,236.5,100,8
2015,1,19,3,0,0.8,250,100,8
2015,1,19,4,0,0.8,260,100,8
2015,1,19,5,0,0.7,267.1,100,7
2015,1,19,6,0,0.7,274.6,100,7
2015,1,19,7,27,0.9,281.8,92.16,10
2015,1,19,8,179,1.3,272.9,73.24,14
2015,1,19,9,322,1.7,299.4,59.63,17
2015,1,19,10,644,1.9,320.2,50.63,19
2015,1,19,11,770,2,328.7,46.82,20
2015,1,19,12,837,2.1,330.7,43.45,21
2015,1,19,13,816,2.1,332,40.71,21
2015,1,19,14,722,2,334.4,43.39,21
2015,1,19,15,446,1.7,338.7,46.02,20
2015,1,19,16,332,1.3,344.1,49.14,19
2015,1,19,17,123,0.8,353.8,63.53,16
2015,1,19,18,0,0.6,11,77.35,14
2015,1,19,19,0,0.6,28.1,76.29,14
2015,1,19,20,0,0.5,42.4,79.36,13
2015,1,19,21,0,0.4,55.3,77.11,13
2015,1,19,22,0,0.2,70.9,80.37,12
2015,1,19,23,0,0.1,94.2,78.64,12
2015,1,20,0,0,0,162.9,82.49,11
2015,1,20,1,0,0,203.1,87.12,10
2015,1,20,2,0,0.1,326,86.2,10
2015,1,20,3,0,0.2,322.1,91.41,9
2015,1,20,4,0,0.2,317.1,90.65,9
2015,1,20,5,0,0.3,323.9,96.35,8
2015,1,20,6,0,0.2,333.5,95.72,8
2015,1,20,7,31,0.2,335.5,78.75,11
2015,1,20,8,247,0.4,305.8,62.54,15
2015,1,20,9,477,0.6,2.5,48.08,18
2015,1,20,10,666,0.6,9.8,39.98,20
2015,1,20,11,796,0.5,1.2,34.12,21
2015,1,20,12,848,0.4,340.8,31.75,22
2015,1,20,13,826,0.4,319.4,31.95,23
2015,1,20,14,727,0.4,299.8,32.48,22
2015,1,20,15,563,0.4,300.1,35.4,21
2015,1,20,16,129,0.3,316.8,41.76,20
2015,1,20,17,81,0.1,304.4,58.04,17
2015,1,20,18,0,0.1,340.8,77.08,14
2015,1,20,19,0,0.1,285.3,78.04,14
2015,1,20,20,0,0.2,297.8,82.38,13
2015,1,20,21,0,0.4,278.4,81.18,13
2015,1,20,22,0,0.6,259.2,86.1,12
2015,1,20,23,0,0.7,245.2,86,12
2015,1,21,0,0,0.7,230.7,91.94,11
2015,1,21,1,0,0.6,219.5,98.88,10
2015,1,21,2,0,0.6,217,100,10
2015,1,21,3,0,0.5,215.4,100,10
2015,1,21,4,0,0.5,216.6,100,9
2015,1,21,5,0,0.5,210.4,100,9
2015,1,21,6,0,0.4,199.7,100,9
2015,1,21,7,23,0.7,194,92.96,12
2015,1,21,8,223,1.2,212.1,78.9,15
2015,1,21,9,449,1.4,221.6,62.47,18
2015,1,21,10,642,1.6,223.3,51.83,20
2015,1,21,11,774,1.8,226.7,46.56,21
2015,1,21,12,840,2,231,42.95,22
2015,1,21,13,823,2.3,234.1,42.83,22
2015,1,21,14,112,2.4,235.5,45.75,21
2015,1,21,15,574,2.2,236.4,49.18,20
2015,1,21,16,369,1.7,237.6,52.98,19
2015,1,21,17,142,1.1,236.3,69.3,16
2015,1,21,18,0,0.7,235.3,80.79,14
2015,1,21,19,0,0.7,228.3,87.5,13
2015,1,21,20,0,0.7,218.2,94.09,12
2015,1,21,21,0,0.8,212.1,100,11
2015,1,21,22,0,0.8,211.1,100,11
2015,1,21,23,0,0.9,213.6,100,11
2015,1,22,0,0,1,216.8,100,10
2015,1,22,1,0,1,220.6,100,10
2015,1,22,2,0,0.9,226.5,100,10
2015,1,22,3,0,0.8,230.3,100,10
2015,1,22,4,0,0.8,228.5,100,9
2015,1,22,5,0,0.8,223.7,100,9
2015,1,22,6,0,0.9,216.5,100,9
2015,1,22,7,30,1.4,211,100,11
2015,1,22,8,244,2.2,207.7,88.73,14
2015,1,22,9,475,2.6,212.5,68.01,17
2015,1,22,10,668,2.9,218.5,50.21,19
2015,1,22,11,799,3,223.1,44.25,20
2015,1,22,12,859,3.1,226.4,40.17,21
2015,1,22,13,842,3.2,228.7,39.52,22
2015,1,22,14,752,3.1,230.2,41.63,21
2015,1,22,15,410,2.8,231.9,43.85,20
2015,1,22,16,387,2.1,233.5,46.45,19
2015,1,22,17,155,1.3,235.4,59.26,16
2015,1,22,18,0,0.8,236.8,74.61,13
2015,1,22,19,0,0.8,237.3,78.83,12
2015,1,22,20,0,0.9,237.3,77.6,12
2015,1,22,21,0,0.9,235.2,81.8,11
2015,1,22,22,0,0.9,224.8,81.2,11
2015,1,22,23,0,0.9,210.1,86.54,10
2015,1,23,0,0,0.9,201.4,86.37,9
2015,1,23,1,0,1,200.3,92.4,9
2015,1,23,2,0,1,202.5,92.54,8
2015,1,23,3,0,1,204.1,99.42,8
2015,1,23,4,0,1,205.9,99.64,8
2015,1,23,5,0,1,206.7,99.76,7
2015,1,23,6,0,0.9,207.1,99.72,7
2015,1,23,7,23,1.1,206,87.76,10
2015,1,23,8,199,1.5,214.6,70,14
2015,1,23,9,402,2,226.2,57.77,17
2015,1,23,10,549,2.3,228.3,48.95,19
2015,1,23,11,798,2.6,230.8,44.98,20
2015,1,23,12,858,2.8,233.3,41.87,21
2015,1,23,13,841,2.9,234.6,41.82,21
2015,1,23,14,750,2.9,236,41.97,21
2015,1,23,15,593,2.5,239.6,45.02,20
2015,1,23,16,384,1.7,246.6,48.41,18
2015,1,23,17,132,0.8,254,63.82,15
2015,1,23,18,0,0.4,291.7,80.89,13
2015,1,23,19,0,0.5,311.3,80.41,13
2015,1,23,20,0,0.9,344.8,84.64,12
2015,1,23,21,0,1.2,11.9,89.13,11
2015,1,23,22,0,1.2,24.4,93.92,10
2015,1,23,23,0,1.1,33.4,99.67,9
2015,1,24,0,0,0.9,45,99.09,9
2015,1,24,1,0,0.8,63.7,98.66,9
2015,1,24,2,0,0.8,85.4,100,8
2015,1,24,3,0,0.7,101.2,100,8
2015,1,24,4,0,0.6,111.9,100,8
2015,1,24,5,0,0.6,129.8,100,8
2015,1,24,6,0,0.7,144.3,100,8
2015,1,24,7,29,0.9,155.8,96.93,10
2015,1,24,8,238,1.1,166.1,82.52,13
2015,1,24,9,468,1,185.1,67.78,16
2015,1,24,10,660,1,203.8,52.74,19
2015,1,24,11,791,1.2,222.2,47.62,20
2015,1,24,12,851,1.4,229.1,46.6,19
2015,1,24,13,834,1.6,226.5,49.06,18
2015,1,24,14,194,1.6,222,55.49,17
2015,1,24,15,517,1.2,212.3,56.1,17
2015,1,24,16,140,0.7,201.1,61.6,16
2015,1,24,17,104,0.3,197,75.96,14
2015,1,24,18,0,0.2,216.2,79.19,13
2015,1,24,19,0,0.2,252.2,77.1,13
2015,1,24,20,0,0.2,260.3,80.49,12
2015,1,24,21,0,0.3,254,79.51,11
2015,1,24,22,0,0.3,246.6,84.85,10
2015,1,24,23,0,0.5,236.8,96.5,9
